,kW
tran_xf_701_44558_5022,4.4562323088547
tran_xf_701_44558_5024,8.400560867008547
tran_xf_701_44558_5025,4.119674054017094
tran_xf_701_44558_5032,4.4562323088547
tran_xf_701_44558_5034,8.400560867008547
tran_xf_701_44558_5035,4.119674054017094
tran_xf_701_46941_5022,5.034132338666667
tran_xf_701_46941_5024,4.085418803418804
tran_xf_701_46941_5025,5.623425141196581
tran_xf_701_46941_5032,5.034132338666667
tran_xf_701_46941_5034,4.085418803418804
tran_xf_701_46941_5035,5.623425141196581
tran_dj_348700_1816_5022,7.708291298119658
tran_dj_348700_1816_5024,49.40153986119658
tran_dj_348700_1816_5025,8.10457334940171
tran_dj_373525_1816_5022,6.811620427931624
tran_dj_373525_1816_5024,21.637269160786325
tran_dj_373525_1816_5025,9.171055765504272
tran_dj_367418_1816_5022,7.3939617484102556
tran_dj_367418_1816_5024,26.443126665504273
tran_dj_367418_1816_5025,8.706938491350428
tran_xf_701_47091_5022,4.831079586974359
tran_xf_701_47091_5024,11.457009246837607
tran_xf_701_47091_5025,5.932008547008547
tran_xf_701_47091_5032,4.831079586974359
tran_xf_701_47091_5034,11.457009246837607
tran_xf_701_47091_5035,5.932008547008547
tran_xf_701_47055_5022,6.049708911829059
tran_xf_701_47055_5024,11.903032788376066
tran_xf_701_47055_5025,6.784349867487178
tran_xf_701_47055_5032,6.049708911829059
tran_xf_701_47055_5034,11.903032788376066
tran_xf_701_47055_5035,6.784349867487178
tran_xf_701_46089_5022,3.9881266655042733
tran_xf_701_46089_5024,7.044708911829059
tran_xf_701_46089_5025,4.4504188034188035
tran_xf_701_46089_5032,3.9881266655042733
tran_xf_701_46089_5034,7.044708911829059
tran_xf_701_46089_5035,4.4504188034188035
tran_bp_701_89573_5022,28.432765867042733
tran_bp_701_89573_5024,4.547341880341881
tran_bp_701_89573_5025,4.547341880341881
tran_bp_701_89573_5032,28.432765867042733
tran_bp_701_89573_5034,4.547341880341881
tran_bp_701_89573_5035,4.547341880341881
tran_bp_701_89573_5042,28.432765867042733
tran_bp_701_89573_5044,4.547341880341881
tran_bp_701_89573_5045,4.547341880341881
tran_dj_357591_1816_5022,7.165038181606837
tran_dj_357591_1816_5024,11.261511490837607
tran_dj_357591_1816_5025,5.7897109166495735
tran_dj_357591_1816_5032,7.165038181606837
tran_dj_357591_1816_5034,11.261511490837607
tran_dj_357591_1816_5035,5.7897109166495735
tran_xf_701_43136_5022,4.906344054358974
tran_xf_701_43136_5024,13.848555765504273
tran_xf_701_43136_5025,4.682320652786324
tran_xf_701_43136_5032,4.906344054358974
tran_xf_701_43136_5034,13.848555765504273
tran_xf_701_43136_5035,4.682320652786324
tran_dj_388091_1816_5022,5.548879782017094
tran_dj_388091_1816_5024,11.720626665504273
tran_dj_388091_1816_5025,4.355314559726495
tran_dj_388091_1816_5032,5.548879782017094
tran_dj_388091_1816_5034,11.720626665504273
tran_dj_388091_1816_5035,4.355314559726495
tran_dj_362344_1816_5022,3.9668498674871784
tran_dj_362344_1816_5024,9.693108797128206
tran_dj_362344_1816_5025,4.849508547008547
tran_dj_362344_1816_5032,3.9668498674871784
tran_dj_362344_1816_5034,9.693108797128206
tran_dj_362344_1816_5035,4.849508547008547
tran_xf_701_44741_5022,4.96794416451282
tran_xf_701_44741_5024,12.7125
tran_xf_701_44741_5025,6.55696756153846
tran_xf_701_44741_5032,4.96794416451282
tran_xf_701_44741_5034,12.7125
tran_xf_701_44741_5035,6.55696756153846
tran_xf_701_41212_5022,5.14724393965812
tran_xf_701_41212_5024,10.473226495726493
tran_xf_701_41212_5025,5.086519967726495
tran_xf_701_41212_5032,5.14724393965812
tran_xf_701_41212_5034,10.473226495726493
tran_xf_701_41212_5035,5.086519967726495
tran_dj_383582_1816_5022,4.822008547008547
tran_dj_383582_1816_5024,12.804421327350429
tran_dj_383582_1816_5025,5.994425947076922
tran_dj_383582_1816_5032,4.822008547008547
tran_dj_383582_1816_5034,12.804421327350429
tran_dj_383582_1816_5035,5.994425947076922
tran_dj_362253_1816_5022,5.2363850352820505
tran_dj_362253_1816_5024,7.411297815623931
tran_dj_362253_1816_5025,5.095925141196581
tran_dj_362253_1816_5032,5.2363850352820505
tran_dj_362253_1816_5034,7.411297815623931
tran_dj_362253_1816_5035,5.095925141196581
tran_xf_701_41536_5022,7.026055765504273
tran_xf_701_41536_5024,11.669533768136752
tran_xf_701_41536_5025,4.094873544444444
tran_xf_701_41536_5032,7.026055765504273
tran_xf_701_41536_5034,11.669533768136752
tran_xf_701_41536_5035,4.094873544444444
tran_xf_701_40245_5022,6.229829449470086
tran_xf_701_40245_5024,10.929427321982907
tran_xf_701_40245_5025,4.1138440543589745
tran_xf_701_40245_5032,6.229829449470086
tran_xf_701_40245_5034,10.929427321982907
tran_xf_701_40245_5035,4.1138440543589745
tran_dj_392441_1816_5022,5.430361498290598
tran_dj_392441_1816_5024,13.948032788376068
tran_dj_392441_1816_5025,6.127008547008547
tran_dj_392441_1816_5032,5.430361498290598
tran_dj_392441_1816_5034,13.948032788376068
tran_dj_392441_1816_5035,6.127008547008547
tran_dj_383512_1816_5022,7.560261663521367
tran_dj_383512_1816_5024,8.663444724376069
tran_dj_383512_1816_5025,6.064230769230769
tran_dj_383512_1816_5032,7.560261663521367
tran_dj_383512_1816_5034,8.663444724376069
tran_dj_383512_1816_5035,6.064230769230769
tran_dj_378668_1816_5022,5.1366630727179485
tran_dj_378668_1816_5024,13.369432533709402
tran_dj_378668_1816_5025,5.886026690769231
tran_dj_378668_1816_5032,5.1366630727179485
tran_dj_378668_1816_5034,13.369432533709402
tran_dj_378668_1816_5035,5.886026690769231
tran_dj_387998_1816_5022,4.336938491350427
tran_dj_387998_1816_5024,14.177474778871794
tran_dj_387998_1816_5025,5.008890988376067
tran_dj_387998_1816_5032,4.336938491350427
tran_dj_387998_1816_5034,14.177474778871794
tran_dj_387998_1816_5035,5.008890988376067
tran_dj_383520_1816_5022,4.858891692752136
tran_dj_383520_1816_5024,19.393126665504273
tran_dj_383520_1816_5025,8.526764957264955
tran_dj_383520_1816_5032,4.858891692752136
tran_dj_383520_1816_5034,19.393126665504273
tran_dj_383520_1816_5035,8.526764957264955
tran_dj_383500_1816_5022,6.08474393965812
tran_dj_383500_1816_5024,14.025514919999999
tran_dj_383500_1816_5025,5.755655735692308
tran_dj_383500_1816_5032,6.08474393965812
tran_dj_383500_1816_5034,14.025514919999999
tran_dj_383500_1816_5035,5.755655735692308
tran_dj_383515_1816_5022,6.394508547008547
tran_dj_383515_1816_5024,15.43803278837607
tran_dj_383515_1816_5025,6.089230769230769
tran_dj_383515_1816_5032,6.394508547008547
tran_dj_383515_1816_5034,15.43803278837607
tran_dj_383515_1816_5035,6.089230769230769
tran_xf_701_92590_5022,4.977008547008547
tran_xf_701_92590_5024,10.185626665504273
tran_xf_701_92590_5025,4.6857674811965815
tran_xf_701_92590_5032,4.977008547008547
tran_xf_701_92590_5034,10.185626665504273
tran_xf_701_92590_5035,4.6857674811965815
tran_dj_383490_1816_5022,4.92474393965812
tran_dj_383490_1816_5024,15.952386859384616
tran_dj_383490_1816_5025,4.01376790382906
tran_dj_383490_1816_5032,4.92474393965812
tran_dj_383490_1816_5034,15.952386859384616
tran_dj_383490_1816_5035,4.01376790382906
tran_dj_383537_1816_5022,4.900925141196581
tran_dj_383537_1816_5024,15.995
tran_dj_383537_1816_5025,5.341055765504272
tran_dj_383537_1816_5032,4.900925141196581
tran_dj_383537_1816_5034,15.995
tran_dj_383537_1816_5035,5.341055765504272
tran_dj_378660_1816_5022,6.5220085470085465
tran_dj_378660_1816_5024,17.281309021982906
tran_dj_378660_1816_5025,5.704829449470086
tran_dj_378660_1816_5032,6.5220085470085465
tran_dj_378660_1816_5034,17.281309021982906
tran_dj_378660_1816_5035,5.704829449470086
tran_dj_387986_1816_5022,5.079508547008547
tran_dj_387986_1816_5024,11.719467561538462
tran_dj_387986_1816_5025,5.402008547008547
tran_dj_387986_1816_5032,5.079508547008547
tran_dj_387986_1816_5034,11.719467561538462
tran_dj_387986_1816_5035,5.402008547008547
tran_xf_701_91095_5022,6.536508686974358
tran_xf_701_91095_5024,10.62438034188034
tran_xf_701_91095_5025,4.913425141196581
tran_xf_701_91095_5032,6.536508686974358
tran_xf_701_91095_5034,10.62438034188034
tran_xf_701_91095_5035,4.913425141196581
tran_xf_701_89614_5022,6.309969724786324
tran_xf_701_89614_5024,12.3625
tran_xf_701_89614_5025,4.818155735692308
tran_xf_701_89614_5032,6.309969724786324
tran_xf_701_89614_5034,12.3625
tran_xf_701_89614_5035,4.818155735692308
tran_xf_701_91096_5022,5.215708631897434
tran_xf_701_91096_5024,15.688444724376069
tran_xf_701_91096_5025,5.236673324136751
tran_xf_701_91096_5032,5.215708631897434
tran_xf_701_91096_5034,15.688444724376069
tran_xf_701_91096_5035,5.236673324136751
tran_dj_383549_1816_5022,5.232870981846153
tran_dj_383549_1816_5024,9.7157688808547
tran_dj_383549_1816_5025,6.106055765504273
tran_dj_383549_1816_5032,5.232870981846153
tran_dj_383549_1816_5034,9.7157688808547
tran_dj_383549_1816_5035,6.106055765504273
tran_dj_388020_1816_5022,4.758126665504273
tran_dj_388020_1816_5024,18.98909135319658
tran_dj_388020_1816_5025,4.864349867487178
tran_dj_388020_1816_5032,4.758126665504273
tran_dj_388020_1816_5034,18.98909135319658
tran_dj_388020_1816_5035,4.864349867487178
tran_dj_387953_1816_5022,5.037008547008547
tran_dj_387953_1816_5024,8.455944724376067
tran_dj_387953_1816_5025,5.946002873846154
tran_dj_387953_1816_5032,5.037008547008547
tran_dj_387953_1816_5034,8.455944724376067
tran_dj_387953_1816_5035,5.946002873846154
tran_xf_701_89759_5022,5.658555765504273
tran_xf_701_89759_5024,14.408950537504275
tran_xf_701_89759_5025,6.074721924991453
tran_xf_701_89759_5032,5.658555765504273
tran_xf_701_89759_5034,14.408950537504275
tran_xf_701_89759_5035,6.074721924991453
tran_xf_701_91434_5022,4.551297815623931
tran_xf_701_91434_5024,17.099716269128205
tran_xf_701_91434_5025,5.425026270871793
tran_xf_701_91434_5032,4.551297815623931
tran_xf_701_91434_5034,17.099716269128205
tran_xf_701_91434_5035,5.425026270871793
tran_dj_383561_1816_5022,6.607008547008547
tran_dj_383561_1816_5024,11.703444724376066
tran_dj_383561_1816_5025,5.630826325948717
tran_dj_383561_1816_5032,6.607008547008547
tran_dj_383561_1816_5034,11.703444724376066
tran_dj_383561_1816_5035,5.630826325948717
tran_dj_383545_1816_5022,4.888274134119658
tran_dj_383545_1816_5024,22.599421327350427
tran_dj_383545_1816_5025,5.3672439396581195
tran_dj_383545_1816_5032,4.888274134119658
tran_dj_383545_1816_5034,22.599421327350427
tran_dj_383545_1816_5035,5.3672439396581195
tran_dj_383553_1816_5022,4.057280301264957
tran_dj_383553_1816_5024,9.603204078461538
tran_dj_383553_1816_5025,6.175972119589742
tran_dj_383553_1816_5032,4.057280301264957
tran_dj_383553_1816_5034,9.603204078461538
tran_dj_383553_1816_5035,6.175972119589742
tran_xf_701_91749_5022,4.88820267425641
tran_xf_701_91749_5024,17.074886859384613
tran_xf_701_91749_5025,6.230767481196581
tran_xf_701_91749_5032,4.88820267425641
tran_xf_701_91749_5034,17.074886859384613
tran_xf_701_91749_5035,6.230767481196581
tran_xf_701_882499_5022,4.743043994735043
tran_xf_701_882499_5024,4.547341880341881
tran_xf_701_882499_5025,4.933530194461538
tran_xf_701_882499_5032,4.743043994735043
tran_xf_701_882499_5034,4.547341880341881
tran_xf_701_882499_5035,4.933530194461538
tran_xf_701_882499_5042,4.743043994735043
tran_xf_701_882499_5044,4.547341880341881
tran_xf_701_882499_5045,4.933530194461538
tran_xf_701_1095507_5022,4.548008547008547
tran_xf_701_1095507_5024,4.955832283589744
tran_xf_701_1095507_5025,4.548008547008547
tran_xf_701_1095508_5022,4.548008547008547
tran_xf_701_1095508_5024,4.6470085470085465
tran_xf_701_1095508_5025,4.548008547008547
tran_xf_701_1095511_5022,4.548008547008547
tran_xf_701_1095511_5024,4.548008547008547
tran_xf_701_1095511_5025,4.548008547008547
tran_xf_701_1095513_5022,4.548008547008547
tran_xf_701_1095513_5024,4.548008547008547
tran_xf_701_1095513_5025,4.548008547008547
tran_xf_701_1095514_5022,4.548008547008547
tran_xf_701_1095514_5024,4.6470085470085465
tran_xf_701_1095514_5025,4.548008547008547
tran_dj_367162_1816_5022,4.547341880341881
tran_dj_367162_1816_5024,4.547341880341881
tran_dj_367162_1816_5025,4.547341880341881
tran_dj_367162_1816_5032,4.547341880341881
tran_dj_367162_1816_5034,4.547341880341881
tran_dj_367162_1816_5035,4.547341880341881
tran_dj_367162_1816_5042,4.547341880341881
tran_dj_367162_1816_5044,4.547341880341881
tran_dj_367162_1816_5045,4.547341880341881
tran_dj_373275_1816_5022,5.762269160786325
tran_dj_373275_1816_5024,27.23153986119658
tran_dj_373275_1816_5025,6.669467561538461
tran_dj_367164_1816_5022,4.547341880341881
tran_dj_367164_1816_5024,4.547341880341881
tran_dj_367164_1816_5025,4.547341880341881
tran_dj_367164_1816_5032,4.547341880341881
tran_dj_367164_1816_5034,4.547341880341881
tran_dj_367164_1816_5035,4.547341880341881
tran_dj_367164_1816_5042,4.547341880341881
tran_dj_367164_1816_5044,4.547341880341881
tran_dj_367164_1816_5045,4.547341880341881
tran_dj_373226_1816_5022,5.958803418803418
tran_dj_373226_1816_5024,28.599305732786327
tran_dj_373226_1816_5025,7.5603145597264945
tran_dj_373431_1816_5022,4.973444724376068
tran_dj_373431_1816_5024,24.21153986119658
tran_dj_373431_1816_5025,10.020655735692308
tran_dj_373255_1816_5022,6.375
tran_dj_373255_1816_5024,14.155504413470085
tran_dj_373255_1816_5025,4.563526690769231
tran_dj_373378_1816_5022,6.907597030905983
tran_dj_373378_1816_5024,19.95226916078632
tran_dj_373378_1816_5025,7.93025571042735
tran_dj_367189_1816_5022,4.548008547008547
tran_dj_367189_1816_5024,10.044349867487178
tran_dj_367189_1816_5025,4.548008547008547
tran_dj_367161_1816_5022,4.547508547008547
tran_dj_367161_1816_5024,5.203879850837606
tran_dj_367161_1816_5025,4.547508547008547
tran_dj_367161_1816_5032,4.547508547008547
tran_dj_367161_1816_5034,5.203879850837606
tran_dj_367161_1816_5035,4.547508547008547
tran_dj_367180_1816_5022,4.547341880341881
tran_dj_367180_1816_5024,15.332598290598288
tran_dj_367180_1816_5025,4.547341880341881
tran_dj_367180_1816_5032,4.547341880341881
tran_dj_367180_1816_5034,15.332598290598288
tran_dj_367180_1816_5035,4.547341880341881
tran_dj_367180_1816_5042,4.547341880341881
tran_dj_367180_1816_5044,15.332598290598288
tran_dj_367180_1816_5045,4.547341880341881
tran_dj_373436_1816_5022,5.539780301264957
tran_dj_373436_1816_5024,20.385611600991453
tran_dj_373436_1816_5025,5.751561578632478
tran_dj_373324_1816_5022,6.083126665504274
tran_dj_373324_1816_5024,17.080504413470088
tran_dj_373324_1816_5025,6.507526270871793
tran_dj_373348_1816_5022,7.155196861128205
tran_dj_373348_1816_5024,28.252763067726494
tran_dj_373348_1816_5025,5.722210916649573
tran_dj_373357_1816_5022,7.887763067726496
tran_dj_373357_1816_5024,20.804716269128207
tran_dj_373357_1816_5025,8.068738266495725
tran_dj_373282_1816_5022,4.875560867008547
tran_dj_373282_1816_5024,35.79263415822222
tran_dj_373282_1816_5025,7.674138291760682
tran_dj_373399_1816_5022,6.221055765504273
tran_dj_373399_1816_5024,20.156635142529915
tran_dj_373399_1816_5025,6.755
tran_dj_373312_1816_5022,5.389019967726496
tran_dj_373312_1816_5024,19.698291298119653
tran_dj_373312_1816_5025,5.8243708789401705
tran_xf_701_91322_5022,4.547341880341881
tran_xf_701_91322_5024,34.89582457637606
tran_xf_701_91322_5025,4.547341880341881
tran_xf_701_91322_5032,4.547341880341881
tran_xf_701_91322_5034,34.89582457637606
tran_xf_701_91322_5035,4.547341880341881
tran_xf_701_91322_5042,4.547341880341881
tran_xf_701_91322_5044,34.89582457637606
tran_xf_701_91322_5045,4.547341880341881
tran_xf_701_42733_5022,6.109508547008547
tran_xf_701_42733_5024,5.403760683760683
tran_xf_701_42733_5025,6.229467561538461
tran_xf_701_42733_5032,6.109508547008547
tran_xf_701_42733_5034,5.403760683760683
tran_xf_701_42733_5035,6.229467561538461
tran_xf_701_882498_5022,4.7408297393846155
tran_xf_701_882498_5024,4.547341880341881
tran_xf_701_882498_5025,5.327008547008547
tran_xf_701_882498_5032,4.7408297393846155
tran_xf_701_882498_5034,4.547341880341881
tran_xf_701_882498_5035,5.327008547008547
tran_xf_701_882498_5042,4.7408297393846155
tran_xf_701_882498_5044,4.547341880341881
tran_xf_701_882498_5045,5.327008547008547
tran_bp_701_1787709_5022,4.547341880341881
tran_bp_701_1787709_5024,4.547341880341881
tran_bp_701_1787709_5025,4.547341880341881
tran_bp_701_1787709_5032,4.547341880341881
tran_bp_701_1787709_5034,4.547341880341881
tran_bp_701_1787709_5035,4.547341880341881
tran_bp_701_1787709_5042,4.547341880341881
tran_bp_701_1787709_5044,4.547341880341881
tran_bp_701_1787709_5045,4.547341880341881
tran_xf_701_1095510_5022,4.547341880341881
tran_xf_701_1095510_5024,4.547341880341881
tran_xf_701_1095510_5025,4.547341880341881
tran_xf_701_1095510_5032,4.547341880341881
tran_xf_701_1095510_5034,4.547341880341881
tran_xf_701_1095510_5035,4.547341880341881
tran_xf_701_1095510_5042,4.547341880341881
tran_xf_701_1095510_5044,4.547341880341881
tran_xf_701_1095510_5045,4.547341880341881
tran_xf_701_1095512_5022,4.547341880341881
tran_xf_701_1095512_5024,4.747008547008547
tran_xf_701_1095512_5025,4.547341880341881
tran_xf_701_1095512_5032,4.547341880341881
tran_xf_701_1095512_5034,4.747008547008547
tran_xf_701_1095512_5035,4.547341880341881
tran_xf_701_1095512_5042,4.547341880341881
tran_xf_701_1095512_5044,4.747008547008547
tran_xf_701_1095512_5045,4.547341880341881
tran_bp_701_77073_5022,4.547341880341881
tran_bp_701_77073_5024,4.547341880341881
tran_bp_701_77073_5025,4.547341880341881
tran_bp_701_77073_5032,4.547341880341881
tran_bp_701_77073_5034,4.547341880341881
tran_bp_701_77073_5035,4.547341880341881
tran_bp_701_77073_5042,4.547341880341881
tran_bp_701_77073_5044,4.547341880341881
tran_bp_701_77073_5045,4.547341880341881
tran_dj_373805_1816_5022,5.233477434632478
tran_dj_373805_1816_5024,25.06753818160684
tran_dj_373805_1816_5025,9.224264957264957
tran_dj_362191_1816_5022,8.337832423555556
tran_dj_362191_1816_5024,25.71844472437607
tran_dj_362191_1816_5025,7.1697029541880335
tran_dj_357491_1816_5022,6.419091353196581
tran_dj_357491_1816_5024,18.941635142529915
tran_dj_357491_1816_5025,7.769654469059828
tran_dj_357464_1816_5022,4.548008547008547
tran_dj_357464_1816_5024,21.9
tran_dj_357464_1816_5025,4.548008547008547
tran_dj_357447_1816_5022,8.932376427863247
tran_dj_357447_1816_5024,34.635
tran_dj_357447_1816_5025,4.566127225367522
tran_dj_357451_1816_5022,4.548008547008547
tran_dj_357451_1816_5024,85.78
tran_dj_357451_1816_5025,5.9634447243760675
tran_dj_362254_1816_5022,4.436055765504273
tran_dj_362254_1816_5024,10.194974778871794
tran_dj_362254_1816_5025,5.0620085470085465
tran_dj_362254_1816_5032,4.436055765504273
tran_dj_362254_1816_5034,10.194974778871794
tran_dj_362254_1816_5035,5.0620085470085465
tran_dj_367344_1816_5022,7.3384447243760675
tran_dj_367344_1816_5024,12.73
tran_dj_367344_1816_5025,7.7660207376752135
tran_dj_362243_1816_5022,5.030520398051282
tran_dj_362243_1816_5024,17.483517583897438
tran_dj_362243_1816_5025,7.228267481196581
tran_dj_362154_1816_5022,9.834674054017094
tran_dj_362154_1816_5024,13.687393162393164
tran_dj_362154_1816_5025,6.592008547008547
tran_dj_362154_1816_5032,9.834674054017094
tran_dj_362154_1816_5034,13.687393162393164
tran_dj_362154_1816_5035,6.592008547008547
tran_dj_362154_1816_5042,9.834674054017094
tran_dj_362154_1816_5044,13.687393162393164
tran_dj_362154_1816_5045,6.592008547008547
tran_dj_383643_1816_5022,4.987314699692308
tran_dj_383643_1816_5024,12.812009246837608
tran_dj_383643_1816_5025,7.4982674811965815
tran_dj_367243_1816_5022,7.172714724957265
tran_dj_367243_1816_5024,14.502269160786325
tran_dj_367243_1816_5025,6.246338096717949
tran_dj_383631_1816_5022,4.992008547008547
tran_dj_383631_1816_5024,18.945
tran_dj_383631_1816_5025,5.127008547008547
tran_dj_357563_1816_5022,8.214173324136752
tran_dj_357563_1816_5024,35.59
tran_dj_357563_1816_5025,8.275076923076922
tran_dj_373472_1816_5022,6.333966144205127
tran_dj_373472_1816_5024,18.365
tran_dj_373472_1816_5025,4.792597730735042
tran_dj_362287_1816_5022,5.278032788376068
tran_dj_362287_1816_5024,17.80565573569231
tran_dj_362287_1816_5025,5.272926300683761
tran_dj_373719_1816_5022,7.117526270871794
tran_dj_373719_1816_5024,11.932563402735042
tran_dj_373719_1816_5025,6.236079586974359
tran_dj_357519_1816_5022,5.445632478632478
tran_dj_357519_1816_5024,45.097269160786325
tran_dj_357519_1816_5025,9.443961748410256
tran_dj_367343_1816_5022,4.206338096717949
tran_dj_367343_1816_5024,19.828126665504275
tran_dj_367343_1816_5025,12.170255710427348
tran_dj_357475_1816_5022,7.393526690769231
tran_dj_357475_1816_5024,45.85889169275214
tran_dj_357475_1816_5025,5.308425120854701
tran_dj_388043_1816_5022,6.692210916649573
tran_dj_388043_1816_5024,27.801175563589744
tran_dj_388043_1816_5025,7.333208631897435
tran_dj_353134_1816_5022,4.548008547008547
tran_dj_353134_1816_5024,40.165611600991454
tran_dj_353134_1816_5025,6.328444724376068
tran_dj_362265_1816_5022,5.188950537504273
tran_dj_362265_1816_5024,29.36551492
tran_dj_362265_1816_5025,4.757008547008547
tran_dj_367326_1816_5022,7.747531818769231
tran_dj_367326_1816_5024,15.447208911829058
tran_dj_367326_1816_5025,5.337210916649573
tran_dj_367491_1816_5022,37.956624631452996
tran_dj_367491_1816_5024,4.56034188034188
tran_dj_367491_1816_5025,4.547341880341881
tran_dj_367491_1816_5032,37.956624631452996
tran_dj_367491_1816_5034,4.56034188034188
tran_dj_367491_1816_5035,4.547341880341881
tran_dj_367491_1816_5042,37.956624631452996
tran_dj_367491_1816_5044,4.56034188034188
tran_dj_367491_1816_5045,4.547341880341881
tran_dj_353122_1816_5022,7.439573349401709
tran_dj_353122_1816_5024,36.025
tran_dj_353122_1816_5025,5.78
tran_dj_357532_1816_5022,8.82917332413675
tran_dj_357532_1816_5024,51.22
tran_dj_357532_1816_5025,8.25203745825641
tran_dj_367605_1816_5022,6.398844054358975
tran_dj_367605_1816_5024,30.678879782017095
tran_dj_367605_1816_5025,9.280844194324786
tran_dj_378710_1816_5022,5.295236092478631
tran_dj_378710_1816_5024,15.13987319452991
tran_dj_378710_1816_5025,4.572187064717949
tran_dj_378710_1816_5032,5.295236092478631
tran_dj_378710_1816_5034,15.13987319452991
tran_dj_378710_1816_5035,4.572187064717949
tran_dj_378710_1816_5042,5.295236092478631
tran_dj_378710_1816_5044,15.13987319452991
tran_dj_378710_1816_5045,4.572187064717949
tran_dj_357493_1816_5022,5.259147861128205
tran_dj_357493_1816_5024,23.046293262188033
tran_dj_357493_1816_5025,8.475655735692307
tran_dj_373742_1816_5022,42.9519273219829
tran_dj_373742_1816_5024,4.567008547008547
tran_dj_373742_1816_5025,4.548008547008547
tran_dj_367577_1816_5022,7.478809021982904
tran_dj_367577_1816_5024,13.811539861196577
tran_dj_367577_1816_5025,6.748291298119658
tran_dj_367285_1816_5022,7.519349867487178
tran_dj_367285_1816_5024,20.470844194324783
tran_dj_367285_1816_5025,6.21915078225641
tran_dj_357546_1816_5022,4.548008547008547
tran_dj_357546_1816_5024,43.758341040547016
tran_dj_357546_1816_5025,8.482300395658118
tran_dj_353192_1816_5022,8.424163072717949
tran_dj_353192_1816_5024,10.837314699692307
tran_dj_353192_1816_5025,8.33126790382906
tran_dj_362216_1816_5022,11.219428330188034
tran_dj_362216_1816_5024,20.58280089487179
tran_dj_362216_1816_5025,4.30419293753846
tran_dj_362216_1816_5032,11.219428330188034
tran_dj_362216_1816_5034,20.58280089487179
tran_dj_362216_1816_5035,4.30419293753846
tran_dj_362216_1816_5042,11.219428330188034
tran_dj_362216_1816_5044,20.58280089487179
tran_dj_362216_1816_5045,4.30419293753846
tran_dj_378711_1816_5022,5.492788988683761
tran_dj_378711_1816_5024,4.9336752136752136
tran_dj_378711_1816_5025,4.81278898868376
tran_dj_378711_1816_5032,5.492788988683761
tran_dj_378711_1816_5034,4.9336752136752136
tran_dj_378711_1816_5035,4.81278898868376
tran_dj_378711_1816_5042,5.492788988683761
tran_dj_378711_1816_5044,4.9336752136752136
tran_dj_378711_1816_5045,4.81278898868376
tran_dj_373616_1816_5022,4.917314699692308
tran_dj_373616_1816_5024,16.415
tran_dj_373616_1816_5025,7.200726495726495
tran_dj_367339_1816_5022,5.123353590974359
tran_dj_367339_1816_5024,22.21688034188034
tran_dj_367339_1816_5025,8.194820652786325
tran_dj_367478_1816_5022,7.822008547008547
tran_dj_367478_1816_5024,22.235
tran_dj_367478_1816_5025,4.12484447425641
tran_dj_357534_1816_5022,8.153126665504272
tran_dj_357534_1816_5024,71.04
tran_dj_357534_1816_5025,8.229019967726495
tran_dj_373752_1816_5022,40.0
tran_dj_373752_1816_5024,15.847763067726495
tran_dj_373752_1816_5025,7.147314699692307
tran_dj_373825_1816_5022,10.810327870119659
tran_dj_373825_1816_5024,19.469091353196575
tran_dj_373825_1816_5025,8.894173324136752
tran_dj_353158_1816_5022,4.548008547008547
tran_dj_353158_1816_5024,18.633032788376067
tran_dj_353158_1816_5025,4.615291438085469
tran_dj_362219_1816_5022,7.8310557655042725
tran_dj_362219_1816_5024,40.88
tran_dj_362219_1816_5025,6.008132421777778
tran_dj_348680_1816_5022,4.5620085470085465
tran_dj_348680_1816_5024,40.405
tran_dj_348680_1816_5025,7.855655735692308
tran_dj_367537_1816_5022,5.677008547008547
tran_dj_367537_1816_5024,22.032269160786324
tran_dj_367537_1816_5025,7.182714724957265
tran_dj_348687_1816_5022,7.207208911829059
